Product_ID,SKU_Name,Brand,Category,Pincode,Platform,MRP,Discount_Percentage,Selling_Price,Available,ETA_Minutes,Delivery_Fee,Handling_Fee,Timestamp
SKU0001,Milk Packet,Heritage,Dairy,560037,Instamart,33,6.1,31,TRUE,14,30,12,2026-05-28
SKU0001,Milk Packet,Heritage,Dairy,560037,Zepto,33,6.1,31,TRUE,10,30,0,2026-05-28
SKU0001,Milk Packet,Heritage,Dairy,560066,Blinkit,33,9.1,30,TRUE,20,30,12,2026-05-28
SKU0001,Milk Packet,Heritage,Dairy,560066,Instamart,33,6.1,31,TRUE,22,30,12,2026-05-28
SKU0001,Milk Packet,Heritage,Dairy,560066,Zepto,33,9.1,30,TRUE,18,30,0,2026-05-28
SKU0001,Milk Packet,Heritage,Dairy,560078,Blinkit,33,9.1,30,TRUE,25,30,12,2026-05-28
SKU0001,Milk Packet,Heritage,Dairy,560078,Instamart,33,6.1,31,TRUE,28,30,12,2026-05-28
SKU0001,Milk Packet,Heritage,Dairy,560078,Zepto,33,6.1,31,TRUE,22,30,0,2026-05-28
SKU0001,Milk Packet,Heritage,Dairy,600001,Blinkit,32,12.5,28,TRUE,15,30,12,2026-05-28
SKU0001,Milk Packet,Heritage,Dairy,600001,Instamart,32,6.2,30,TRUE,17,30,12,2026-05-28
SKU0001,Milk Packet,Heritage,Dairy,600001,Zepto,32,12.5,28,TRUE,13,30,0,2026-05-28
SKU0001,Milk Packet,Heritage,Dairy,600006,Blinkit,32,6.2,30,TRUE,12,30,12,2026-05-28
SKU0001,Milk Packet,Heritage,Dairy,600006,Instamart,32,6.2,30,TRUE,14,30,12,2026-05-28
SKU0001,Milk Packet,Heritage,Dairy,600006,Zepto,32,6.2,30,TRUE,10,30,0,2026-05-28
SKU0001,Milk Packet,Heritage,Dairy,600020,Blinkit,32,9.4,29,TRUE,14,30,12,2026-05-28
SKU0001,Milk Packet,Heritage,Dairy,600020,Instamart,32,6.2,30,TRUE,16,30,12,2026-05-28
SKU0001,Milk Packet,Heritage,Dairy,600020,Zepto,32,12.5,28,TRUE,12,30,0,2026-05-28
SKU0001,Milk Packet,Heritage,Dairy,600040,Blinkit,32,6.2,30,TRUE,13,30,12,2026-05-28
SKU0001,Milk Packet,Heritage,Dairy,600040,Instamart,32,6.2,30,TRUE,15,30,12,2026-05-28
SKU0001,Milk Packet,Heritage,Dairy,600040,Zepto,32,9.4,29,TRUE,11,30,0,2026-05-28
SKU0001,Milk Packet,Heritage,Dairy,600096,Blinkit,32,6.2,30,TRUE,16,30,12,2026-05-28
SKU0001,Milk Packet,Heritage,Dairy,600096,Instamart,32,9.4,29,TRUE,18,30,12,2026-05-28
SKU0001,Milk Packet,Heritage,Dairy,600096,Zepto,32,6.2,30,TRUE,14,30,0,2026-05-28
SKU0002,Milk Packet,Amul,Dairy,500010,Blinkit,30,6.7,28,TRUE,10,30,12,2026-05-28
SKU0002,Milk Packet,Amul,Dairy,500010,Instamart,30,10.0,27,TRUE,12,30,12,2026-05-28
SKU0002,Milk Packet,Amul,Dairy,500010,Zepto,30,6.7,28,TRUE,8,30,0,2026-05-28
SKU0002,Milk Packet,Amul,Dairy,500032,Blinkit,30,13.3,26,TRUE,14,30,12,2026-05-28
SKU0002,Milk Packet,Amul,Dairy,500032,Instamart,30,10.0,27,TRUE,16,30,12,2026-05-28
SKU0002,Milk Packet,Amul,Dairy,500032,Zepto,30,6.7,28,TRUE,12,30,0,2026-05-28
SKU0002,Milk Packet,Amul,Dairy,500081,Blinkit,30,10.0,27,TRUE,22,30,12,2026-05-28
SKU0002,Milk Packet,Amul,Dairy,500081,Instamart,30,6.7,28,TRUE,25,30,12,2026-05-28
SKU0002,Milk Packet,Amul,Dairy,500081,Zepto,30,6.7,28,TRUE,20,30,0,2026-05-28
SKU0002,Milk Packet,Amul,Dairy,500034,Blinkit,30,6.7,28,TRUE,16,30,12,2026-05-28
SKU0002,Milk Packet,Amul,Dairy,500034,Instamart,30,10.0,27,TRUE,18,30,12,2026-05-28
SKU0002,Milk Packet,Amul,Dairy,500034,Zepto,30,10.0,27,TRUE,14,30,0,2026-05-28
SKU0002,Milk Packet,Amul,Dairy,500084,Blinkit,30,10.0,27,TRUE,12,30,12,2026-05-28
SKU0002,Milk Packet,Amul,Dairy,500084,Instamart,30,6.7,28,TRUE,14,30,12,2026-05-28
SKU0002,Milk Packet,Amul,Dairy,500084,Zepto,30,10.0,27,TRUE,10,30,0,2026-05-28
SKU0002,Milk Packet,Amul,Dairy,560001,Blinkit,31,9.7,28,TRUE,11,30,12,2026-05-28
SKU0002,Milk Packet,Amul,Dairy,560001,Instamart,31,9.7,28,TRUE,13,30,12,2026-05-28
SKU0002,Milk Packet,Amul,Dairy,560001,Zepto,31,6.5,29,TRUE,9,30,0,2026-05-28
SKU0002,Milk Packet,Amul,Dairy,560034,Blinkit,31,6.5,29,TRUE,13,30,12,2026-05-28
SKU0002,Milk Packet,Amul,Dairy,560034,Instamart,31,9.7,28,TRUE,15,30,12,2026-05-28
SKU0002,Milk Packet,Amul,Dairy,560034,Zepto,31,9.7,28,TRUE,11,30,0,2026-05-28
SKU0002,Milk Packet,Amul,Dairy,560037,Blinkit,31,12.9,27,TRUE,12,30,12,2026-05-28
SKU0002,Milk Packet,Amul,Dairy,560037,Instamart,31,3.2,30,TRUE,14,30,12,2026-05-28
SKU0002,Milk Packet,Amul,Dairy,560037,Zepto,31,6.5,29,TRUE,10,30,0,2026-05-28
SKU0002,Milk Packet,Amul,Dairy,560066,Blinkit,31,9.7,28,TRUE,20,30,12,2026-05-28
SKU0002,Milk Packet,Amul,Dairy,560066,Instamart,31,6.5,29,TRUE,22,30,12,2026-05-28
SKU0002,Milk Packet,Amul,Dairy,560066,Zepto,31,9.7,28,TRUE,18,30,0,2026-05-28
SKU0002,Milk Packet,Amul,Dairy,560078,Blinkit,31,9.7,28,TRUE,25,30,12,2026-05-28
SKU0002,Milk Packet,Amul,Dairy,560078,Instamart,31,6.5,29,TRUE,28,30,12,2026-05-28
SKU0002,Milk Packet,Amul,Dairy,560078,Zepto,31,6.5,29,TRUE,22,30,0,2026-05-28
SKU0002,Milk Packet,Amul,Dairy,600001,Blinkit,30,10.0,27,TRUE,15,30,12,2026-05-28
SKU0002,Milk Packet,Amul,Dairy,600001,Instamart,30,6.7,28,TRUE,17,30,12,2026-05-28
SKU0002,Milk Packet,Amul,Dairy,600001,Zepto,30,6.7,28,TRUE,13,30,0,2026-05-28
SKU0002,Milk Packet,Amul,Dairy,600006,Blinkit,30,6.7,28,TRUE,12,30,12,2026-05-28
SKU0002,Milk Packet,Amul,Dairy,600006,Instamart,30,3.3,29,TRUE,14,30,12,2026-05-28
SKU0002,Milk Packet,Amul,Dairy,600006,Zepto,30,6.7,28,TRUE,10,30,0,2026-05-28
SKU0002,Milk Packet,Amul,Dairy,600020,Blinkit,30,6.7,28,TRUE,14,30,12,2026-05-28
SKU0002,Milk Packet,Amul,Dairy,600020,Instamart,30,6.7,28,TRUE,16,30,12,2026-05-28
SKU0002,Milk Packet,Amul,Dairy,600020,Zepto,30,6.7,28,TRUE,12,30,0,2026-05-28
SKU0002,Milk Packet,Amul,Dairy,600040,Blinkit,30,6.7,28,TRUE,13,30,12,2026-05-28
SKU0002,Milk Packet,Amul,Dairy,600040,Instamart,30,10.0,27,TRUE,15,30,12,2026-05-28
SKU0002,Milk Packet,Amul,Dairy,600040,Zepto,30,10.0,27,TRUE,11,30,0,2026-05-28
SKU0002,Milk Packet,Amul,Dairy,600096,Blinkit,30,10.0,27,TRUE,16,30,12,2026-05-28
SKU0002,Milk Packet,Amul,Dairy,600096,Instamart,30,3.3,29,TRUE,18,30,12,2026-05-28
SKU0002,Milk Packet,Amul,Dairy,600096,Zepto,30,10.0,27,TRUE,14,30,0,2026-05-28
SKU0003,Milk Packet,Mother Dairy,Dairy,500010,Blinkit,28,10.7,25,TRUE,10,30,12,2026-05-28
SKU0003,Milk Packet,Mother Dairy,Dairy,500010,Instamart,28,10.7,25,TRUE,12,30,12,2026-05-28
SKU0003,Milk Packet,Mother Dairy,Dairy,500010,Zepto,28,10.7,25,TRUE,8,30,0,2026-05-28
SKU0003,Milk Packet,Mother Dairy,Dairy,500032,Blinkit,28,10.7,25,TRUE,14,30,12,2026-05-28
SKU0003,Milk Packet,Mother Dairy,Dairy,500032,Instamart,28,3.6,27,TRUE,16,30,12,2026-05-28
SKU0003,Milk Packet,Mother Dairy,Dairy,500032,Zepto,28,10.7,25,TRUE,12,30,0,2026-05-28
SKU0003,Milk Packet,Mother Dairy,Dairy,500081,Blinkit,28,7.1,26,TRUE,22,30,12,2026-05-28
SKU0003,Milk Packet,Mother Dairy,Dairy,500081,Instamart,28,7.1,26,TRUE,25,30,12,2026-05-28
SKU0003,Milk Packet,Mother Dairy,Dairy,500081,Zepto,28,10.7,25,TRUE,20,30,0,2026-05-28
SKU0003,Milk Packet,Mother Dairy,Dairy,500034,Blinkit,28,10.7,25,TRUE,16,30,12,2026-05-28
SKU0003,Milk Packet,Mother Dairy,Dairy,500034,Instamart,28,10.7,25,TRUE,18,30,12,2026-05-28
SKU0003,Milk Packet,Mother Dairy,Dairy,500034,Zepto,28,14.3,24,TRUE,14,30,0,2026-05-28
SKU0003,Milk Packet,Mother Dairy,Dairy,500084,Blinkit,28,7.1,26,TRUE,12,30,12,2026-05-28
SKU0003,Milk Packet,Mother Dairy,Dairy,500084,Instamart,28,7.1,26,TRUE,14,30,12,2026-05-28
SKU0003,Milk Packet,Mother Dairy,Dairy,500084,Zepto,28,10.7,25,TRUE,10,30,0,2026-05-28
SKU0003,Milk Packet,Mother Dairy,Dairy,560001,Blinkit,29,6.9,27,TRUE,11,30,12,2026-05-28
SKU0003,Milk Packet,Mother Dairy,Dairy,560001,Instamart,29,6.9,27,TRUE,13,30,12,2026-05-28
SKU0003,Milk Packet,Mother Dairy,Dairy,560001,Zepto,29,13.8,25,TRUE,9,30,0,2026-05-28
SKU0003,Milk Packet,Mother Dairy,Dairy,560034,Blinkit,29,10.3,26,TRUE,13,30,12,2026-05-28
SKU0003,Milk Packet,Mother Dairy,Dairy,560034,Instamart,29,6.9,27,TRUE,15,30,12,2026-05-28
SKU0003,Milk Packet,Mother Dairy,Dairy,560034,Zepto,29,13.8,25,TRUE,11,30,0,2026-05-28
SKU0003,Milk Packet,Mother Dairy,Dairy,560037,Blinkit,29,10.3,26,TRUE,12,30,12,2026-05-28
SKU0003,Milk Packet,Mother Dairy,Dairy,560037,Instamart,29,3.4,28,TRUE,14,30,12,2026-05-28
SKU0003,Milk Packet,Mother Dairy,Dairy,560037,Zepto,29,10.3,26,TRUE,10,30,0,2026-05-28
SKU0003,Milk Packet,Mother Dairy,Dairy,560066,Blinkit,29,6.9,27,TRUE,20,30,12,2026-05-28
SKU0003,Milk Packet,Mother Dairy,Dairy,560066,Instamart,29,3.4,28,TRUE,22,30,12,2026-05-28
SKU0003,Milk Packet,Mother Dairy,Dairy,560066,Zepto,29,10.3,26,TRUE,18,30,0,2026-05-28
SKU0003,Milk Packet,Mother Dairy,Dairy,560078,Blinkit,29,6.9,27,TRUE,25,30,12,2026-05-28
SKU0003,Milk Packet,Mother Dairy,Dairy,560078,Instamart,29,10.3,26,TRUE,28,30,12,2026-05-28
SKU0003,Milk Packet,Mother Dairy,Dairy,560078,Zepto,29,10.3,26,TRUE,22,30,0,2026-05-28
SKU0003,Milk Packet,Mother Dairy,Dairy,600001,Blinkit,28,7.1,26,TRUE,15,30,12,2026-05-28
SKU0003,Milk Packet,Mother Dairy,Dairy,600001,Instamart,28,7.1,26,TRUE,17,30,12,2026-05-28
SKU0003,Milk Packet,Mother Dairy,Dairy,600001,Zepto,28,7.1,26,TRUE,13,30,0,2026-05-28
SKU0003,Milk Packet,Mother Dairy,Dairy,600006,Blinkit,28,7.1,26,TRUE,12,30,12,2026-05-28
SKU0003,Milk Packet,Mother Dairy,Dairy,600006,Instamart,28,7.1,26,TRUE,14,30,12,2026-05-28
SKU0003,Milk Packet,Mother Dairy,Dairy,600006,Zepto,28,7.1,26,TRUE,10,30,0,2026-05-28
SKU0003,Milk Packet,Mother Dairy,Dairy,600020,Blinkit,28,3.6,27,TRUE,14,30,12,2026-05-28
SKU0003,Milk Packet,Mother Dairy,Dairy,600020,Instamart,28,10.7,25,TRUE,16,30,12,2026-05-28
SKU0003,Milk Packet,Mother Dairy,Dairy,600020,Zepto,28,7.1,26,TRUE,12,30,0,2026-05-28
SKU0003,Milk Packet,Mother Dairy,Dairy,600040,Blinkit,28,7.1,26,TRUE,13,30,12,2026-05-28
SKU0003,Milk Packet,Mother Dairy,Dairy,600040,Instamart,28,7.1,26,TRUE,15,30,12,2026-05-28
SKU0003,Milk Packet,Mother Dairy,Dairy,600040,Zepto,28,7.1,26,TRUE,11,30,0,2026-05-28
SKU0003,Milk Packet,Mother Dairy,Dairy,600096,Blinkit,28,10.7,25,TRUE,16,30,12,2026-05-28
SKU0003,Milk Packet,Mother Dairy,Dairy,600096,Instamart,28,7.1,26,TRUE,18,30,12,2026-05-28
SKU0003,Milk Packet,Mother Dairy,Dairy,600096,Zepto,28,10.7,25,FALSE,14,30,0,2026-05-28
SKU0004,Milk Packet,Heritage,Dairy,500010,Blinkit,62,11.3,55,TRUE,10,30,12,2026-05-28
SKU0004,Milk Packet,Heritage,Dairy,500010,Instamart,62,8.1,57,TRUE,12,30,12,2026-05-28
SKU0004,Milk Packet,Heritage,Dairy,500010,Zepto,62,6.5,58,TRUE,8,30,0,2026-05-28
SKU0004,Milk Packet,Heritage,Dairy,500032,Blinkit,62,6.5,58,TRUE,14,30,12,2026-05-28
SKU0004,Milk Packet,Heritage,Dairy,500032,Instamart,62,4.8,59,TRUE,16,30,12,2026-05-28
SKU0004,Milk Packet,Heritage,Dairy,500032,Zepto,62,11.3,55,TRUE,12,30,0,2026-05-28
SKU0004,Milk Packet,Heritage,Dairy,500081,Blinkit,62,9.7,56,TRUE,22,30,12,2026-05-28
SKU0004,Milk Packet,Heritage,Dairy,500081,Instamart,62,6.5,58,TRUE,25,30,12,2026-05-28
SKU0004,Milk Packet,Heritage,Dairy,500081,Zepto,62,12.9,54,TRUE,20,30,0,2026-05-28
SKU0004,Milk Packet,Heritage,Dairy,500034,Blinkit,62,8.1,57,TRUE,16,30,12,2026-05-28
SKU0004,Milk Packet,Heritage,Dairy,500034,Instamart,62,3.2,60,TRUE,18,30,12,2026-05-28
SKU0004,Milk Packet,Heritage,Dairy,500034,Zepto,62,11.3,55,TRUE,14,30,0,2026-05-28
SKU0004,Milk Packet,Heritage,Dairy,500084,Blinkit,62,9.7,56,TRUE,12,30,12,2026-05-28
SKU0004,Milk Packet,Heritage,Dairy,500084,Instamart,62,6.5,58,FALSE,14,30,12,2026-05-28
SKU0004,Milk Packet,Heritage,Dairy,500084,Zepto,62,6.5,58,TRUE,10,30,0,2026-05-28
SKU0004,Milk Packet,Heritage,Dairy,560001,Blinkit,64,10.9,57,TRUE,11,30,12,2026-05-28
SKU0004,Milk Packet,Heritage,Dairy,560001,Instamart,64,9.4,58,TRUE,13,30,12,2026-05-28
SKU0004,Milk Packet,Heritage,Dairy,560001,Zepto,64,7.8,59,TRUE,9,30,0,2026-05-28
SKU0004,Milk Packet,Heritage,Dairy,560034,Blinkit,64,7.8,59,TRUE,13,30,12,2026-05-28
SKU0004,Milk Packet,Heritage,Dairy,560034,Instamart,64,9.4,58,TRUE,15,30,12,2026-05-28
SKU0004,Milk Packet,Heritage,Dairy,560034,Zepto,64,14.1,55,TRUE,11,30,0,2026-05-28
SKU0004,Milk Packet,Heritage,Dairy,560037,Blinkit,64,6.2,60,TRUE,12,30,12,2026-05-28
SKU0004,Milk Packet,Heritage,Dairy,560037,Instamart,64,9.4,58,TRUE,14,30,12,2026-05-28
SKU0004,Milk Packet,Heritage,Dairy,560037,Zepto,64,9.4,58,TRUE,10,30,0,2026-05-28
SKU0004,Milk Packet,Heritage,Dairy,560066,Blinkit,64,6.2,60,TRUE,20,30,12,2026-05-28
SKU0004,Milk Packet,Heritage,Dairy,560066,Instamart,64,9.4,58,TRUE,22,30,12,2026-05-28
SKU0004,Milk Packet,Heritage,Dairy,560066,Zepto,64,12.5,56,TRUE,18,30,0,2026-05-28
SKU0004,Milk Packet,Heritage,Dairy,560078,Blinkit,64,4.7,61,TRUE,25,30,12,2026-05-28
SKU0004,Milk Packet,Heritage,Dairy,560078,Instamart,64,6.2,60,TRUE,28,30,12,2026-05-28
SKU0004,Milk Packet,Heritage,Dairy,560078,Zepto,64,12.5,56,TRUE,22,30,0,2026-05-28
SKU0004,Milk Packet,Heritage,Dairy,600001,Blinkit,63,11.1,56,TRUE,15,30,12,2026-05-28
SKU0004,Milk Packet,Heritage,Dairy,600001,Instamart,63,9.5,57,TRUE,17,30,12,2026-05-28
SKU0004,Milk Packet,Heritage,Dairy,600001,Zepto,63,14.3,54,TRUE,13,30,0,2026-05-28
SKU0004,Milk Packet,Heritage,Dairy,600006,Blinkit,63,6.3,59,TRUE,12,30,12,2026-05-28
SKU0004,Milk Packet,Heritage,Dairy,600006,Instamart,63,7.9,58,TRUE,14,30,12,2026-05-28
SKU0004,Milk Packet,Heritage,Dairy,600006,Zepto,63,12.7,55,TRUE,10,30,0,2026-05-28
SKU0004,Milk Packet,Heritage,Dairy,600020,Blinkit,63,6.3,59,TRUE,14,30,12,2026-05-28
SKU0004,Milk Packet,Heritage,Dairy,600020,Instamart,63,6.3,59,TRUE,16,30,12,2026-05-28
SKU0004,Milk Packet,Heritage,Dairy,600020,Zepto,63,14.3,54,TRUE,12,30,0,2026-05-28
SKU0004,Milk Packet,Heritage,Dairy,600040,Blinkit,63,9.5,57,TRUE,13,30,12,2026-05-28
SKU0004,Milk Packet,Heritage,Dairy,600040,Instamart,63,11.1,56,TRUE,15,30,12,2026-05-28
SKU0004,Milk Packet,Heritage,Dairy,600040,Zepto,63,14.3,54,TRUE,11,30,0,2026-05-28
SKU0004,Milk Packet,Heritage,Dairy,600096,Blinkit,63,12.7,55,TRUE,16,30,12,2026-05-28
SKU0004,Milk Packet,Heritage,Dairy,600096,Instamart,63,11.1,56,TRUE,18,30,12,2026-05-28
SKU0004,Milk Packet,Heritage,Dairy,600096,Zepto,63,7.9,58,TRUE,14,30,0,2026-05-28
SKU0005,Milk Packet,Amul,Dairy,500010,Blinkit,60,10.0,54,TRUE,10,30,12,2026-05-28
SKU0005,Milk Packet,Amul,Dairy,500010,Instamart,60,8.3,55,TRUE,12,30,12,2026-05-28
SKU0005,Milk Packet,Amul,Dairy,500010,Zepto,60,8.3,55,TRUE,8,30,0,2026-05-28
SKU0005,Milk Packet,Amul,Dairy,500032,Blinkit,60,6.7,56,TRUE,14,30,12,2026-05-28
SKU0005,Milk Packet,Amul,Dairy,500032,Instamart,60,3.3,58,TRUE,16,30,12,2026-05-28
SKU0005,Milk Packet,Amul,Dairy,500032,Zepto,60,10.0,54,TRUE,12,30,0,2026-05-28
SKU0005,Milk Packet,Amul,Dairy,500081,Blinkit,60,10.0,54,TRUE,22,30,12,2026-05-28
SKU0005,Milk Packet,Amul,Dairy,500081,Instamart,60,6.7,56,TRUE,25,30,12,2026-05-28
SKU0005,Milk Packet,Amul,Dairy,500081,Zepto,60,11.7,53,TRUE,20,30,0,2026-05-28
SKU0005,Milk Packet,Amul,Dairy,500034,Blinkit,60,6.7,56,TRUE,16,30,12,2026-05-28
SKU0005,Milk Packet,Amul,Dairy,500034,Instamart,60,8.3,55,TRUE,18,30,12,2026-05-28
SKU0005,Milk Packet,Amul,Dairy,500034,Zepto,60,8.3,55,TRUE,14,30,0,2026-05-28
SKU0005,Milk Packet,Amul,Dairy,500084,Blinkit,60,8.3,55,TRUE,12,30,12,2026-05-28
SKU0005,Milk Packet,Amul,Dairy,500084,Instamart,60,5.0,57,TRUE,14,30,12,2026-05-28
SKU0005,Milk Packet,Amul,Dairy,500084,Zepto,60,13.3,52,TRUE,10,30,0,2026-05-28
SKU0005,Milk Packet,Amul,Dairy,560001,Blinkit,62,11.3,55,TRUE,11,30,12,2026-05-28
SKU0005,Milk Packet,Amul,Dairy,560001,Instamart,62,6.5,58,TRUE,13,30,12,2026-05-28
SKU0005,Milk Packet,Amul,Dairy,560001,Zepto,62,6.5,58,TRUE,9,30,0,2026-05-28
SKU0005,Milk Packet,Amul,Dairy,560034,Blinkit,62,8.1,57,TRUE,13,30,12,2026-05-28
SKU0005,Milk Packet,Amul,Dairy,560034,Instamart,62,8.1,57,TRUE,15,30,12,2026-05-28
SKU0005,Milk Packet,Amul,Dairy,560034,Zepto,62,9.7,56,TRUE,11,30,0,2026-05-28
SKU0005,Milk Packet,Amul,Dairy,560037,Blinkit,62,8.1,57,TRUE,12,30,12,2026-05-28
SKU0005,Milk Packet,Amul,Dairy,560037,Instamart,62,9.7,56,TRUE,14,30,12,2026-05-28
SKU0005,Milk Packet,Amul,Dairy,560037,Zepto,62,6.5,58,TRUE,10,30,0,2026-05-28
SKU0005,Milk Packet,Amul,Dairy,560066,Blinkit,62,9.7,56,TRUE,20,30,12,2026-05-28
SKU0005,Milk Packet,Amul,Dairy,560066,Instamart,62,9.7,56,TRUE,22,30,12,2026-05-28
SKU0005,Milk Packet,Amul,Dairy,560066,Zepto,62,11.3,55,TRUE,18,30,0,2026-05-28
SKU0005,Milk Packet,Amul,Dairy,560078,Blinkit,62,6.5,58,FALSE,25,30,12,2026-05-28
SKU0005,Milk Packet,Amul,Dairy,560078,Instamart,62,6.5,58,TRUE,28,30,12,2026-05-28
SKU0005,Milk Packet,Amul,Dairy,560078,Zepto,62,12.9,54,TRUE,22,30,0,2026-05-28
SKU0005,Milk Packet,Amul,Dairy,600001,Blinkit,61,8.2,56,TRUE,15,30,12,2026-05-28
SKU0005,Milk Packet,Amul,Dairy,600001,Instamart,61,6.6,57,TRUE,17,30,12,2026-05-28
SKU0005,Milk Packet,Amul,Dairy,600001,Zepto,61,9.8,55,TRUE,13,30,0,2026-05-28
SKU0005,Milk Packet,Amul,Dairy,600006,Blinkit,61,9.8,55,FALSE,12,30,12,2026-05-28
SKU0005,Milk Packet,Amul,Dairy,600006,Instamart,61,9.8,55,TRUE,14,30,12,2026-05-28
SKU0005,Milk Packet,Amul,Dairy,600006,Zepto,61,8.2,56,TRUE,10,30,0,2026-05-28
SKU0005,Milk Packet,Amul,Dairy,600020,Blinkit,61,6.6,57,TRUE,14,30,12,2026-05-28
SKU0005,Milk Packet,Amul,Dairy,600020,Instamart,61,8.2,56,TRUE,16,30,12,2026-05-28
SKU0005,Milk Packet,Amul,Dairy,600020,Zepto,61,8.2,56,TRUE,12,30,0,2026-05-28
SKU0005,Milk Packet,Amul,Dairy,600040,Blinkit,61,8.2,56,TRUE,13,30,12,2026-05-28
SKU0005,Milk Packet,Amul,Dairy,600040,Instamart,61,8.2,56,TRUE,15,30,12,2026-05-28
SKU0005,Milk Packet,Amul,Dairy,600040,Zepto,61,11.5,54,TRUE,11,30,0,2026-05-28
SKU0005,Milk Packet,Amul,Dairy,600096,Blinkit,61,11.5,54,TRUE,16,30,12,2026-05-28
SKU0005,Milk Packet,Amul,Dairy,600096,Instamart,61,8.2,56,TRUE,18,30,12,2026-05-28
SKU0005,Milk Packet,Amul,Dairy,600096,Zepto,61,13.1,53,TRUE,14,30,0,2026-05-28
SKU0006,Butter,Amul,Dairy,500010,Blinkit,57,10.5,51,TRUE,10,30,12,2026-05-28
SKU0006,Butter,Amul,Dairy,500010,Instamart,57,7.0,53,TRUE,12,30,12,2026-05-28
SKU0006,Butter,Amul,Dairy,500010,Zepto,57,8.8,52,TRUE,8,30,0,2026-05-28
SKU0006,Butter,Amul,Dairy,500032,Blinkit,57,10.5,51,TRUE,14,30,12,2026-05-28
SKU0006,Butter,Amul,Dairy,500032,Instamart,57,7.0,53,TRUE,16,30,12,2026-05-28
SKU0006,Butter,Amul,Dairy,500032,Zepto,57,7.0,53,TRUE,12,30,0,2026-05-28
SKU0006,Butter,Amul,Dairy,500081,Blinkit,57,7.0,53,TRUE,22,30,12,2026-05-28
SKU0006,Butter,Amul,Dairy,500081,Instamart,57,7.0,53,TRUE,25,30,12,2026-05-28
SKU0006,Butter,Amul,Dairy,500081,Zepto,57,7.0,53,TRUE,20,30,0,2026-05-28
SKU0006,Butter,Amul,Dairy,500034,Blinkit,57,10.5,51,TRUE,16,30,12,2026-05-28
SKU0006,Butter,Amul,Dairy,500034,Instamart,57,7.0,53,TRUE,18,30,12,2026-05-28
SKU0006,Butter,Amul,Dairy,500034,Zepto,57,8.8,52,TRUE,14,30,0,2026-05-28
SKU0006,Butter,Amul,Dairy,500084,Blinkit,57,8.8,52,TRUE,12,30,12,2026-05-28
SKU0006,Butter,Amul,Dairy,500084,Instamart,57,7.0,53,TRUE,14,30,12,2026-05-28
SKU0006,Butter,Amul,Dairy,500084,Zepto,57,12.3,50,TRUE,10,30,0,2026-05-28
SKU0006,Butter,Amul,Dairy,560001,Blinkit,59,8.5,54,FALSE,11,30,12,2026-05-28
